"index","word","female","i_pronoun","exclude","coef","ME","nFemale","nMale","coef_pronoun","ME_pronoun","nFemale_pronoun","nMale_pronoun","linear_coef"
243,"can't",NA,NA,NA,-0.038497962,-0.005639566,2516,7517,-0.119758549,-0.019368788,1456,4142,-0.011908558
244,"women",1,0,1,NA,NA,14514,4667,NA,NA,1868,1721,NA
245,"come",NA,NA,NA,-0.085589282,-0.012537974,1997,6516,0,0,1168,3239,0
246,"big",NA,NA,NA,-0.277881345,-0.040706839,1605,6792,-0.118296988,-0.019132407,922,3492,-0.024332623
247,"journal",NA,NA,NA,-0.181831166,-0.026636448,324,3787,-0.054633452,-0.008835977,219,1987,0
248,"hard",NA,NA,NA,0,0,1885,5534,0.115440743,0.018670461,1119,2892,0.013251415
249,"state",NA,NA,NA,-0.055164695,-0.008081076,743,4104,0.019680524,0.00318297,451,2123,0.005842243
250,"problem",NA,NA,NA,0.043901567,0.006431141,1760,5596,0.083956534,0.013578457,990,3125,0.002831771
251,"doesn't",NA,NA,NA,0.044912229,0.006579192,2632,8512,-0.080462557,-0.013013369,1832,6043,-0.011692066
252,"someone",NA,NA,NA,-0.096408964,-0.014122949,2406,7347,-0.136965574,-0.022151714,1539,4823,-0.018515049
253,"little",NA,NA,NA,0.022971279,0.003365063,1893,5546,-0.121940401,-0.019721663,982,2956,-0.012730965
254,"day",NA,NA,NA,-0.060687541,-0.008890118,2355,5894,-0.104504205,-0.016901672,1392,3321,-0.013483649
255,"enough",NA,NA,NA,0.050003189,0.007324967,1755,5461,0,0,999,3179,0
256,"pretty",NA,NA,NA,0.214469489,0.031417636,2566,6829,0.1156271,0.0187006,1362,3741,0.015317672
257,"made",NA,NA,NA,-0.06667849,-0.009767732,1844,7323,-0.100755096,-0.016295322,1221,4746,-0.013706648
258,"e",NA,NA,NA,-0.057225759,-0.008383001,776,3828,-0.136233571,-0.022033326,347,1647,-0.009830682
259,"end",NA,NA,NA,-0.133022116,-0.01948641,1422,4903,0,0,871,2712,0
260,"feel",NA,NA,NA,-0.05077786,-0.007438449,2574,5167,0.09077396,0.014681053,1523,2339,0.030884658
261,"social",NA,NA,NA,0,0,1257,3590,0,0,538,1760,0
262,"always",NA,NA,NA,-0.02010882,-0.002945741,2250,6129,-0.038471736,-0.00622211,1268,3418,-0.004411357
263,"again",NA,NA,NA,0,0,1743,4871,0.096226425,0.015562891,1180,2759,0.017341495
264,"f",NA,NA,NA,0.175049843,0.025643052,2505,5994,0.050780363,0.008212809,1289,2953,0
265,">",NA,NA,NA,-0.002293538,-0.00033598,576,2498,0.00345663,0.000559048,198,842,0
266,"government",NA,NA,NA,0.003564239,0.000522125,472,3213,0.052480854,0.008487833,253,1720,0.003138218
267,"anything",NA,NA,NA,-0.024692537,-0.00361721,1805,6018,0,0,1111,3489,0
268,"try",NA,NA,NA,0.069724341,0.010213919,1902,4655,0.200390878,0.032409614,1095,2274,0.029621839
269,"department",NA,NA,NA,-0.141446948,-0.020720564,935,4985,-0.053720142,-0.008688265,620,2926,-0.014251672
270,"last",NA,NA,NA,0.037717983,0.005525307,2063,7225,0,0,1325,4242,0
271,"help",NA,NA,NA,-0.15701833,-0.023001615,1611,5269,0.137864967,0.022297175,1057,2492,0.012722772
272,"schools",NA,NA,NA,-0.228020049,-0.033402657,486,2990,-0.042375602,-0.00685349,238,1322,-0.002068292
273,"likely",NA,NA,NA,0.057238782,0.008384909,1254,3738,0.136455494,0.022069218,681,2030,0.010816834
274,"having",NA,NA,NA,0.176204814,0.025812243,2486,4710,0.041790067,0.006758791,1181,2724,0.010399693
275,"getting",NA,NA,NA,0.110389003,0.016170885,2382,5582,0.047662546,0.007708558,1254,3091,0.0051816
276,"important",NA,NA,NA,0.081154591,0.011888336,979,4239,-0.036865345,-0.005962305,509,2231,0
277,"pay",NA,NA,NA,-0.014636028,-0.002144032,1235,3792,0,0,649,1979,0
278,"however",NA,NA,NA,-0.047374008,-0.006939819,1001,3902,-0.047902105,-0.007747303,511,2113,0
279,"country",NA,NA,NA,-0.077108165,-0.011295575,1202,4280,-0.099786352,-0.016138645,530,2276,-0.010467237
280,"read",NA,NA,NA,-0.300239795,-0.043982128,1195,8206,-0.274669284,-0.044422808,787,4414,-0.0372852
281,"fact",NA,NA,NA,0.097259188,0.014247499,1413,5195,0.129347853,0.020919685,794,3132,0.01315786
282,"student",NA,NA,NA,-0.011409644,-0.001671399,1560,5607,0,0,1109,3781,0.000437857
283,"higher",NA,NA,NA,0.066047588,0.009675311,706,2883,-0.095104209,-0.015381392,255,1204,-0.002054667
284,"nothing",NA,NA,NA,-0.092720922,-0.013582688,1737,5581,-0.054763035,-0.008856934,1011,3205,-0.002760847
285,"field",NA,NA,NA,-0.074750606,-0.010950216,547,4339,0.023335598,0.003774113,324,2225,0
286,"public",NA,NA,NA,0.014133296,0.002070387,820,3877,0.116829398,0.01889505,488,2077,0.007313825
287,"using",NA,NA,NA,-0.171552134,-0.025130672,799,4455,-0.187536557,-0.03033066,366,1910,-0.014350232
288,"part",NA,NA,NA,0.08424944,0.0123417,1338,4720,0.01878942,0.00303885,791,2782,0.002669523
289,"each",NA,NA,NA,-0.048005317,-0.007032299,1105,3534,-0.028395241,-0.004592419,620,1781,0
290,"\xe2\x80\x94",NA,NA,NA,0,0,441,1839,0.112902534,0.018259951,346,1245,0.00420033
291,"seems",NA,NA,NA,-0.039147626,-0.005734736,1538,6237,-0.056855833,-0.009195407,1015,3715,-0.005887458
292,"used",NA,NA,NA,0,0,1394,5286,0,0,817,2804,0
293,"others",NA,NA,NA,-0.172434672,-0.025259955,819,3816,-0.013528895,-0.002188055,501,2150,-0.001333699
294,"far",NA,NA,NA,-0.016148026,-0.002365524,1155,4649,-0.045561865,-0.007368811,652,2612,-0.005992981
295,"full",NA,NA,NA,0.041203289,0.00603587,1049,4308,0.008548427,0.001382554,589,2534,0.012781185
296,"care",NA,NA,NA,0.110641817,0.01620792,1751,3975,0.267089976,0.043196992,970,2063,0.045534638
297,"finance",NA,NA,NA,-0.426709339,-0.062508652,357,4469,-0.285621095,-0.046194067,212,1706,-0.023248163
298,"economists",NA,NA,NA,-0.191145497,-0.028000904,697,5461,0,0,338,2482,0
299,"working",NA,NA,NA,-0.055317023,-0.008103391,1282,4465,-0.024307689,-0.003931331,702,2449,-0.003307458
300,"business",NA,NA,NA,-0.168556603,-0.024691857,546,3478,-0.019755978,-0.003195174,362,1682,0
301,"rather",NA,NA,NA,0.038902048,0.005698761,1021,3602,0.045671016,0.007386464,545,2045,0.006506766
302,"american",NA,NA,NA,0.225833678,0.033082376,1635,4447,0.105161289,0.017007944,583,2128,0.008197371
303,"makes",NA,NA,NA,-0.026744251,-0.003917765,1656,5259,-0.068872511,-0.011138888,953,3176,0
304,"didn't",NA,NA,NA,-0.017845977,-0.002614257,2359,7448,-0.118236701,-0.019122656,1774,5210,-0.014657219
305,"u",NA,NA,NA,-0.115342132,-0.016896469,642,3688,0.206480451,0.033394493,323,1414,0.012388228
306,"countries",NA,NA,NA,0.270629694,0.039644544,614,2354,0.018262386,0.002953612,196,1006,0.000863025
307,"second",NA,NA,NA,-0.105443226,-0.015446378,1024,3961,-0.023282962,-0.0037656,602,2138,0
308,"either",NA,NA,NA,0.096447188,0.014128549,1363,4264,0.081502507,0.013181562,759,2296,0.002512934
309,"keep",NA,NA,NA,-0.015510528,-0.002272137,1550,4491,0.093657294,0.01514738,938,2259,0.009262188
310,"person",NA,NA,NA,0.006228199,0.000912369,1785,5140,0.023491178,0.003799275,1238,3695,0
311,"show",NA,NA,NA,0,0,1219,4221,0.085345243,0.013803055,743,2165,0.00560507
312,"mean",NA,NA,NA,-0.019504559,-0.002857223,1784,6088,-0.007733704,-0.001250787,983,3071,0
313,"level",NA,NA,NA,-0.102449063,-0.015007763,590,3464,-0.118113539,-0.019102737,317,1686,-0.007227259
314,"whether",NA,NA,NA,-0.010170628,-0.001489895,950,3525,0.063787742,0.010316518,607,1994,0.014634433
315,"results",NA,NA,NA,-0.055938708,-0.008194461,436,2772,0,0,204,1206,0
316,"start",NA,NA,NA,-0.070853521,-0.010379332,1425,4069,0.031033159,0.005019054,763,1973,0
317,"next",NA,NA,NA,0.052742343,0.007726226,1760,4992,0.103617061,0.016758193,1174,2771,0.011920789
318,"income",NA,NA,NA,0,0,477,2079,-0.032233736,-0.005213226,190,889,0
319,"once",NA,NA,NA,0.125605437,0.018399941,1966,4714,0.028054107,0.004537246,1134,2984,0.001644236
320,"TRUE",NA,NA,NA,0.056399286,0.008261931,1604,5828,0,0,854,3205,0
321,"class",NA,NA,NA,0,0,1115,3614,0.020723319,0.003351623,606,2106,5.12e-05
322,"change",NA,NA,NA,-0.04859446,-0.007118603,879,3377,-0.14093823,-0.02279422,477,1808,-0.002536747
323,"x",NA,NA,NA,-0.086970303,-0.01274028,369,1715,0,0,204,836,-0.005714656
324,"put",NA,NA,NA,-0.035323354,-0.005174518,1579,5016,0.027839347,0.004502513,989,2819,0.000971983
325,"against",NA,NA,NA,0.087100638,0.012759373,1155,4571,-0.060862435,-0.009843402,639,2917,-0.002753606
326,"given",NA,NA,NA,0,0,931,4139,-0.031611225,-0.005112546,571,2505,-0.001410375
327,"idea",NA,NA,NA,-0.095225673,-0.013949609,1158,5184,-0.13715355,-0.022182116,702,3009,-0.010305113
328,"else",NA,NA,NA,0.087267208,0.012783773,1338,4183,0.175898713,0.028448448,808,2370,0.016734368
329,"large",NA,NA,NA,0,0,591,2712,-0.000292787,-4.74e-05,242,1168,0
330,"already",NA,NA,NA,0.011135713,0.001631271,1486,5396,-0.004612706,-0.000746022,953,3127,0
331,"program",NA,NA,NA,-0.047617975,-0.006975557,586,3161,-0.051946124,-0.00840135,321,1578,-0.002758298
332,"understand",NA,NA,NA,-0.170512394,-0.024978361,1154,5196,-0.209621418,-0.033902488,662,2892,-0.026810475
333,"rate",NA,NA,NA,-0.023977387,-0.003512447,445,2224,0.044941044,0.007268404,164,868,0
334,"interest",NA,NA,NA,0.032466378,0.004756,568,2510,0.182301336,0.029483957,342,1226,0.020589861
335,"question",NA,NA,NA,-0.171559619,-0.025131769,1109,5257,-0.206407013,-0.033382616,619,2717,-0.019526042
336,"tenure",NA,NA,NA,-0.008520727,-0.001248201,930,3891,0,0,618,2462,0
337,"done",NA,NA,NA,-0.079952032,-0.011712173,1159,4756,-0.030453205,-0.004925257,743,2830,-0.003017136
338,"financial",NA,NA,NA,-0.059373566,-0.008697634,276,2542,0.127540034,0.020627303,165,1087,0.009478715
339,"b",NA,NA,NA,0,0,712,2679,0.091624668,0.014818639,424,1329,0.0079701
340,"stuff",NA,NA,NA,-0.178726936,-0.026181709,1080,5011,-0.184550563,-0.029847729,655,2521,-0.019996844
341,"times",NA,NA,NA,-0.042927689,-0.006288477,1401,4275,0,0,843,2490,0.001606744
342,"number",NA,NA,NA,0.249056874,0.036484342,972,2976,0.342623587,0.055413193,521,1529,0.033969038
343,"example",NA,NA,NA,0.023275669,0.003409653,757,3735,0.080822572,0.013071595,414,2108,0
344,"making",NA,NA,NA,-0.0435341,-0.00637731,1285,4384,-0.033100126,-0.005353349,753,2550,-0.006148614
345,"political",NA,NA,NA,-0.096720062,-0.014168522,450,3599,-0.143985364,-0.023287039,257,2170,-0.008002724
346,"often",NA,NA,NA,0.013185361,0.001931524,968,2989,-0.010004332,-0.00161802,463,1587,0
347,"teaching",NA,NA,NA,-0.015187533,-0.002224822,508,2584,-0.09051395,-0.014639001,256,1355,-0.013181445
348,"tell",NA,NA,NA,0.285799953,0.041866835,2733,5421,0.273037844,0.044158952,1942,3485,0.04497838
349,"during",NA,NA,NA,0.077043936,0.011286166,1235,3721,0.024762001,0.004004808,712,2239,0
350,"must",NA,NA,NA,-0.028872221,-0.004229492,1261,4783,-0.204533115,-0.033079547,722,2815,-0.008593097
351,"&",NA,NA,NA,-0.106483278,-0.015598736,544,3515,-0.123315951,-0.019944133,319,1501,-7.07e-05
352,"kind",NA,NA,NA,-0.003003035,-0.000439915,1507,4552,-0.006867333,-0.001110667,908,2611,0
353,"let",NA,NA,NA,0.167503439,0.024537579,2137,4819,0.076631981,0.012393842,1324,2920,0.008950157
354,"ever",NA,NA,NA,0,0,1935,5755,-0.126160697,-0.02040422,1055,3274,-0.015359179
355,"wrong",NA,NA,NA,-0.120104054,-0.017594043,1344,5487,-0.128836532,-0.020836988,827,3144,-0.010709042
356,"away",NA,NA,NA,0.038612818,0.005656392,1576,4035,0.067952144,0.010990035,969,2409,0.003123111
357,"under",NA,NA,NA,-0.085051939,-0.012459259,798,3652,-0.040073385,-0.006481148,479,2100,-0.009742697
358,"low",NA,NA,NA,-0.043743699,-0.006408015,873,3078,0,0,372,1371,0
359,"instead",NA,NA,NA,0.052113365,0.007634087,1117,3807,0,0,612,2218,0
360,"able",NA,NA,NA,-0.198424293,-0.029067175,979,3320,-0.198939399,-0.032174864,542,1950,-0.016787475
361,"small",NA,NA,NA,-0.03989594,-0.005844356,865,2973,0.033542171,0.005424842,435,1455,0
362,"quality",NA,NA,NA,0.03948116,0.005783595,564,2472,0,0,218,1113,0
363,"jobs",NA,NA,NA,-0.247115758,-0.036199988,574,3048,-0.08792874,-0.01422089,239,1189,-0.001047832
364,"tax",NA,NA,NA,-0.451941278,-0.066204878,189,1921,-0.179875167,-0.029091568,114,896,-0.004879125
365,"analysis",NA,NA,NA,0,0,472,3058,0.005502844,0.000889986,268,1355,0
366,"guy",0,0,1,NA,NA,1677,25565,NA,NA,1057,9940,NA
367,"almost",NA,NA,NA,-0.054892495,-0.008041202,1032,3793,-0.056740031,-0.009176678,550,2155,-0.002179754
368,"system",NA,NA,NA,-0.143497525,-0.021020953,390,2531,0.046767208,0.007563753,214,1281,0.00349491
369,"means",NA,NA,NA,0,0,1018,3504,-0.073457646,-0.011880451,592,2088,0
370,"growth",NA,NA,NA,-0.328664757,-0.048146101,135,2064,-0.419811195,-0.067896898,63,819,0
371,"average",NA,NA,NA,0.084701662,0.012407947,935,2708,0,0,334,1172,0
372,"experience",NA,NA,NA,-0.022777577,-0.003336687,1043,2876,0.027680344,0.004476797,529,1404,0
373,"journals",NA,NA,NA,-0.044618579,-0.006536176,262,2602,0.0887805,0.014358647,177,1233,0
374,"ask",NA,NA,NA,0.320952731,0.047016366,2273,4519,0.299567417,0.048449633,1619,2809,0.057332556
375,"anyone",NA,NA,NA,-0.168252052,-0.024647243,1262,5291,-0.109031231,-0.017633837,725,2918,-0.012285217
376,"lower",NA,NA,NA,-0.059016137,-0.008645274,499,2204,-0.187723976,-0.030360971,190,938,-0.012689574
377,"man",0,0,1,NA,NA,1741,14282,NA,NA,1120,4024,NA
378,"effects",NA,NA,NA,-0.137285767,-0.020110992,286,1978,0,0,104,539,0
379,"i've",NA,NA,NA,0.138571351,0.020299317,2063,4705,0.087534127,0.014157068,1034,2310,0.000766868
380,"general",NA,NA,NA,0.034569462,0.005064081,631,3049,-0.129548141,-0.020952078,286,1543,-0.009102983
381,"value",NA,NA,NA,-0.179580152,-0.026306697,406,2402,-0.21441098,-0.034677113,207,1124,-0.004666514
382,"three",NA,NA,NA,0.021125441,0.003094666,929,3386,-0.098506109,-0.015931588,515,1900,0
383,"reason",NA,NA,NA,0.100505142,0.014722998,1247,3803,0.084080203,0.013598458,682,2206,0.005465658
384,"yet",NA,NA,NA,-0.010825242,-0.00158579,1033,4041,-0.04690682,-0.007586333,621,2320,-0.002807208
385,"especially",NA,NA,NA,0.197756358,0.028969329,964,2768,0.072069132,0.011655884,454,1360,0
386,"believe",NA,NA,NA,-0.066000318,-0.009668387,1146,4389,-0.15314714,-0.024768791,634,2526,-0.014334765
387,"free",NA,NA,NA,-0.033362735,-0.004887307,846,3130,-0.066134677,-0.010696093,405,1653,-0.007907977
388,"quite",NA,NA,NA,0.033260659,0.004872354,1026,3733,-0.11107392,-0.017964205,560,2177,-0.001525141
389,"trying",NA,NA,NA,-0.06343471,-0.009292551,1467,4915,-0.011306163,-0.001828568,935,2957,-0.001406688
390,"academic",NA,NA,NA,-0.03950291,-0.005786781,654,3280,0,0,378,1801,0
391,"everyone",NA,NA,NA,-0.12792317,-0.018739465,1153,4440,-0.149613606,-0.024197305,600,2522,-0.020796687
392,"sense",NA,NA,NA,-0.129285792,-0.018939076,823,3288,-0.18857033,-0.030497854,421,1887,-0.022939829
393,"industry",NA,NA,NA,-0.438736432,-0.0642705,461,3065,-0.040389342,-0.006532248,250,1083,-0.005616279
394,"math",NA,NA,NA,-0.236558653,-0.034653477,394,3421,0,0,219,1519,-0.000948072
395,"men",0,0,1,NA,NA,2452,7720,NA,NA,813,1194,NA
396,"places",NA,NA,NA,0,0,477,2269,-0.003953843,-0.000639463,225,1042,-0.008340604
397,"d",NA,NA,NA,0.006656192,0.000975066,634,2604,0.152458903,0.024657481,438,1256,0.008151496
398,"isn't",NA,NA,NA,0.017746031,0.002599616,1365,4628,-0.048995274,-0.007924103,843,2841,-0.002484484
399,"price",NA,NA,NA,-0.0620611,-0.009091331,304,2044,0.009104511,0.001472491,160,836,0
400,"feed",NA,NA,NA,-0.25112178,-0.03678683,316,2315,0,0,205,919,0
401,"economy",NA,NA,NA,-0.047277744,-0.006925717,239,2715,-0.133454395,-0.021583844,124,1276,0
402,"yes",NA,NA,NA,0.191028362,0.027983745,2029,5689,0.09127694,0.014762401,1174,3232,0.009761085
403,"old",NA,NA,NA,-0.078413114,-0.011486737,2102,5718,-0.005609657,-0.000907261,1050,2856,0
404,"thought",NA,NA,NA,0.040154673,0.005882258,2089,5552,-0.038596985,-0.006242367,1120,3398,-0.002702581
405,"talk",NA,NA,NA,0.117942242,0.017277359,1840,4167,0.126895053,0.020522989,1152,2451,0.01902376
406,"live",NA,NA,NA,0.04238906,0.006209574,1374,2855,0.149413288,0.024164908,629,1360,0.012471252
407,"book",NA,NA,NA,-0.483262587,-0.070793137,436,4675,-0.417125765,-0.067462578,335,2577,-0.0246102
408,"become",NA,NA,NA,-0.042323909,-0.006200029,1037,3336,0.053575313,0.008664842,522,1822,0
409,"matter",NA,NA,NA,-0.062998624,-0.009228668,872,3078,-0.02880527,-0.004658733,499,1755,0
410,"html",NA,NA,NA,-0.255947374,-0.037493731,223,2080,0,0,142,734,0
411,"guys",0,0,1,NA,NA,1514,21562,NA,NA,939,2708,NA
412,"evidence",NA,NA,NA,0.009613399,0.001408267,579,3043,0.172477924,0.027895197,281,1289,0.004707101
413,"health",NA,NA,NA,0.111665307,0.016357851,574,1859,-0.003142472,-0.000508238,278,788,0
414,"bit",NA,NA,NA,-0.08604416,-0.012604609,1155,3668,0,0,754,2051,0
415,"home",NA,NA,NA,0.237676136,0.034817177,1778,2734,0.197642399,0.031965097,989,1562,0.034501603
416,"models",NA,NA,NA,-0.412035879,-0.060359136,200,2764,-0.318201026,-0.051463284,104,1101,-0.002509528
417,"effect",NA,NA,NA,0.018038552,0.002642467,382,1936,0,0,146,741,0
418,"based",NA,NA,NA,0,0,632,3194,-0.033717142,-0.00545314,335,1622,0
419,"group",NA,NA,NA,0,0,584,2521,0.024811351,0.004012789,292,1302,0
420,"love",NA,NA,NA,0.441968347,0.064743944,3297,4274,0.425589798,0.068831483,1762,2055,0.059948725
421,"won't",NA,NA,NA,0.140553848,0.020589733,1263,3001,-0.082985224,-0.013421365,711,1831,-0.00389002
422,"c",NA,NA,NA,0.061553864,0.009017026,517,2087,0.045042317,0.007284783,267,942,0.001604606
423,"college",NA,NA,NA,0.135655468,0.01987217,1095,2651,0.021935341,0.003547646,519,1386,0
424,"science",NA,NA,NA,-0.119369208,-0.017486395,377,2803,-0.078486722,-0.012693813,171,1335,0
425,"possible",NA,NA,NA,0.091905187,0.013463191,777,2767,0.189209061,0.030601157,452,1531,0.02166012
426,"rates",NA,NA,NA,-0.066087563,-0.009681167,251,1659,-0.196684907,-0.03181024,81,564,0
427,"family",NA,NA,NA,0.074760291,0.010951635,1653,2685,0.184175323,0.02978704,863,1601,0.028161911
428,"move",NA,NA,NA,0.224731425,0.032920907,1321,2978,0.233756777,0.037805947,863,1750,0.040003553
429,"future",NA,NA,NA,0.102059302,0.014950667,806,2718,0.153099808,0.024761136,446,1340,0.00834751
430,"nice",NA,NA,NA,0.010166738,0.001489325,1978,4590,-0.046847217,-0.007576693,1055,2412,0
431,"until",NA,NA,NA,-0.01904937,-0.002790542,1321,3356,0,0,792,2033,0
432,"education",NA,NA,NA,0.229267162,0.033585347,604,1850,0.34397709,0.055632097,295,854,0.032827743
433,"everything",NA,NA,NA,-0.133678525,-0.019582567,1085,3494,-0.153746637,-0.024865749,604,2036,-0.007343437
434,"set",NA,NA,NA,-0.043080476,-0.006310859,642,2931,-0.078826143,-0.012748709,384,1557,-0.002536385
435,"http://feedproxy.google.com/",NA,NA,NA,0,0,210,1923,0,0,133,672,0
436,"states",NA,NA,NA,0.024021422,0.003518898,405,2065,0,0,189,1078,0.000303201
437,"including",NA,NA,NA,0.105988066,0.015526192,513,2381,0.208269887,0.033683902,293,1293,0.014620123
438,"looking",NA,NA,NA,0.210554104,0.030844071,1846,3840,0.08948444,0.014472496,895,1856,0.011561834
439,"cannot",NA,NA,NA,0.097784339,0.014324428,861,3120,0,0,511,1817,0
440,"there's",NA,NA,NA,-0.056498934,-0.008276529,979,3126,-0.001758473,-0.000284401,540,1618,-9.38e-05
441,"white",NA,NA,NA,-0.16553647,-0.024249438,1620,4685,0,0,604,1793,0
442,"marginalrevolution",NA,NA,NA,0,0,210,1905,0,0,133,659,0
443,"labor",NA,NA,NA,0.003340035,0.000489282,345,2100,0.018769247,0.003035588,143,757,0
444,"op",NA,NA,NA,0.148915104,0.021814574,4747,11958,-0.249592541,-0.040367097,2270,7369,-0.030310997
445,"per",NA,NA,NA,0.02721651,0.003986947,446,1901,-0.064150083,-0.01037512,171,893,-2.4e-05
446,"left",NA,NA,NA,0.068271642,0.010001113,1215,3756,0.072628031,0.011746276,810,2448,0
447,"among",NA,NA,NA,0.012792438,0.001873964,612,2795,-0.141999245,-0.02296582,241,1399,-0.000185425
448,"faculty",NA,NA,NA,-0.001686471,-0.000247051,446,2453,-0.023984594,-0.003879076,271,1433,0
449,"run",NA,NA,NA,-0.04966491,-0.007275413,736,3101,0.002925779,0.000473192,428,1660,0
450,"information",NA,NA,NA,0,0,358,2126,0.049945465,0.008077779,237,988,0
451,"found",NA,NA,NA,-0.044509616,-0.006520214,1109,3497,-0.04342324,-0.007022927,715,2148,0
452,"offer",NA,NA,NA,-0.13564144,-0.019870115,777,3401,-0.227318633,-0.036764694,522,2097,-0.025410355
453,"says",NA,NA,NA,0,0,1286,4761,-0.04203163,-0.006797859,973,3365,-0.005102813
454,"cost",NA,NA,NA,-0.017910564,-0.002623719,413,1820,0.10241539,0.016563844,199,804,0
455,"yourself",NA,NA,NA,0,0,1172,2437,0.089877353,0.014536043,597,986,0
456,"m",NA,NA,NA,-0.422820234,-0.061938937,437,2299,-0.317990145,-0.051429177,263,1070,-0.037810833
457,"learn",NA,NA,NA,-0.229331229,-0.033594732,607,2631,-0.209931675,-0.033952666,316,1247,-0.013368265
458,"power",NA,NA,NA,-0.033788533,-0.004949682,580,2575,0,0,285,1542,0
459,"increase",NA,NA,NA,0.00445394,0.000652458,329,1691,0,0,121,646,0
460,"you'll",NA,NA,NA,0.022434666,0.003286454,967,1800,0.079081578,0.012790021,507,804,0.007796529
461,"similar",NA,NA,NA,-0.009620156,-0.001409257,726,2658,-0.028178785,-0.004557411,381,1379,0
462,"\xc2\xa6",NA,NA,NA,-0.13542732,-0.019838748,0,4,0,0,0,1,0
463,"kids",NA,NA,NA,0.547146927,0.080151554,2441,2200,0.273097819,0.044168652,1009,1236,0.055925517
464,"macro",NA,NA,NA,-1.113998908,-0.163189701,178,4282,-0.547382072,-0.088529189,105,1457,-0.033776019
465,"hours",NA,NA,NA,-0.016287036,-0.002385888,896,2045,0.071130566,0.011504088,531,1074,0.002134878
466,"strong",NA,NA,NA,-0.255295651,-0.03739826,786,3752,0.086029034,0.013913646,420,1794,0.000363856
467,"saying",NA,NA,NA,-0.097252153,-0.014246468,1210,4433,-0.187389547,-0.030306883,797,2955,-0.020700145
468,"above",NA,NA,NA,0,0,596,2515,-0.017463518,-0.002824409,312,1310,0
469,"study",NA,NA,NA,-0.052067719,-0.0076274,546,2514,-0.029961307,-0.004845702,261,973,0
470,"capital",NA,NA,NA,-0.314739373,-0.046106171,181,1848,-0.04019676,-0.006501102,88,825,0
471,"risk",NA,NA,NA,-0.013886393,-0.002034218,419,1746,0.067880651,0.010978472,208,762,0
472,"seem",NA,NA,NA,-0.066580671,-0.009753403,882,2990,-0.07569966,-0.012243056,467,1561,-0.000166968
473,"write",NA,NA,NA,-0.122737097,-0.017979758,618,3576,-0.134290613,-0.021719087,389,2195,-0.011954296
474,"told",NA,NA,NA,0.117959866,0.017279941,1544,3727,0.11389427,0.018420346,1259,2942,0.019202968
475,"questions",NA,NA,NA,-0.176061543,-0.025791256,482,2464,-0.008886748,-0.001437271,325,1329,-0.007667632
